"","municipality_code","gemeinde_d","accident_avec_blesses_legers","accident_avec_blesses_graves","accident_avec_tues","total_accidents"
"1",2,"Affoltern am Albis",15,3,0,18
"2",2,"Affoltern am Albis",15,3,0,18
"3",2,"Affoltern am Albis",15,3,0,18
"4",2,"Affoltern am Albis",15,3,0,18
"5",2,"Affoltern am Albis",15,3,0,18
"6",2,"Affoltern am Albis",15,3,0,18
"7",2,"Affoltern am Albis",15,3,0,18
"8",2,"Affoltern am Albis",15,3,0,18
"9",2,"Affoltern am Albis",15,3,0,18
"10",2,"Affoltern am Albis",15,3,0,18
"11",2,"Affoltern am Albis",15,3,0,18
"12",2,"Affoltern am Albis",15,3,0,18
"13",2,"Affoltern am Albis",15,3,0,18
"14",2,"Affoltern am Albis",15,3,0,18
"15",2,"Affoltern am Albis",15,3,0,18
"16",3,"Bonstetten",9,3,0,12
"17",3,"Bonstetten",9,3,0,12
"18",3,"Bonstetten",9,3,0,12
"19",3,"Bonstetten",9,3,0,12
"20",3,"Bonstetten",9,3,0,12
"21",3,"Bonstetten",9,3,0,12
"22",3,"Bonstetten",9,3,0,12
"23",3,"Bonstetten",9,3,0,12
"24",3,"Bonstetten",9,3,0,12
"25",3,"Bonstetten",9,3,0,12
"26",3,"Bonstetten",9,3,0,12
"27",3,"Bonstetten",9,3,0,12
"28",3,"Bonstetten",9,3,0,12
"29",3,"Bonstetten",9,3,0,12
"30",3,"Bonstetten",9,3,0,12
"31",4,"Hausen am Albis",6,4,0,10
"32",4,"Hausen am Albis",6,4,0,10
"33",4,"Hausen am Albis",6,4,0,10
"34",4,"Hausen am Albis",6,4,0,10
"35",4,"Hausen am Albis",6,4,0,10
"36",4,"Hausen am Albis",6,4,0,10
"37",4,"Hausen am Albis",6,4,0,10
"38",4,"Hausen am Albis",6,4,0,10
"39",4,"Hausen am Albis",6,4,0,10
"40",4,"Hausen am Albis",6,4,0,10
"41",4,"Hausen am Albis",6,4,0,10
"42",4,"Hausen am Albis",6,4,0,10
"43",4,"Hausen am Albis",6,4,0,10
"44",4,"Hausen am Albis",6,4,0,10
"45",5,"Hedingen",3,1,0,4
"46",5,"Hedingen",3,1,0,4
"47",5,"Hedingen",3,1,0,4
"48",5,"Hedingen",3,1,0,4
"49",5,"Hedingen",3,1,0,4
"50",5,"Hedingen",3,1,0,4
"51",5,"Hedingen",3,1,0,4
"52",5,"Hedingen",3,1,0,4
"53",5,"Hedingen",3,1,0,4
"54",5,"Hedingen",3,1,0,4
"55",5,"Hedingen",3,1,0,4
"56",5,"Hedingen",3,1,0,4
"57",6,"Kappel am Albis",0,1,0,1
"58",6,"Kappel am Albis",0,1,0,1
"59",6,"Kappel am Albis",0,1,0,1
"60",6,"Kappel am Albis",0,1,0,1
"61",6,"Kappel am Albis",0,1,0,1
"62",6,"Kappel am Albis",0,1,0,1
"63",6,"Kappel am Albis",0,1,0,1
"64",6,"Kappel am Albis",0,1,0,1
"65",6,"Kappel am Albis",0,1,0,1
"66",6,"Kappel am Albis",0,1,0,1
"67",6,"Kappel am Albis",0,1,0,1
"68",6,"Kappel am Albis",0,1,0,1
"69",6,"Kappel am Albis",0,1,0,1
"70",6,"Kappel am Albis",0,1,0,1
"71",7,"Knonau",4,0,0,4
"72",7,"Knonau",4,0,0,4
"73",7,"Knonau",4,0,0,4
"74",7,"Knonau",4,0,0,4
"75",7,"Knonau",4,0,0,4
"76",7,"Knonau",4,0,0,4
"77",7,"Knonau",4,0,0,4
"78",7,"Knonau",4,0,0,4
"79",7,"Knonau",4,0,0,4
"80",7,"Knonau",4,0,0,4
"81",7,"Knonau",4,0,0,4
"82",7,"Knonau",4,0,0,4
"83",7,"Knonau",4,0,0,4
"84",7,"Knonau",4,0,0,4
"85",7,"Knonau",4,0,0,4
"86",8,"Maschwanden",3,1,0,4
"87",8,"Maschwanden",3,1,0,4
"88",8,"Maschwanden",3,1,0,4
"89",8,"Maschwanden",3,1,0,4
"90",8,"Maschwanden",3,1,0,4
"91",9,"Mettmenstetten",2,2,0,4
"92",9,"Mettmenstetten",2,2,0,4
"93",9,"Mettmenstetten",2,2,0,4
"94",9,"Mettmenstetten",2,2,0,4
"95",9,"Mettmenstetten",2,2,0,4
"96",9,"Mettmenstetten",2,2,0,4
"97",9,"Mettmenstetten",2,2,0,4
"98",9,"Mettmenstetten",2,2,0,4
"99",9,"Mettmenstetten",2,2,0,4
"100",9,"Mettmenstetten",2,2,0,4
"101",9,"Mettmenstetten",2,2,0,4
"102",9,"Mettmenstetten",2,2,0,4
"103",9,"Mettmenstetten",2,2,0,4
"104",9,"Mettmenstetten",2,2,0,4
"105",9,"Mettmenstetten",2,2,0,4
"106",10,"Obfelden",7,2,0,9
"107",10,"Obfelden",7,2,0,9
"108",10,"Obfelden",7,2,0,9
"109",10,"Obfelden",7,2,0,9
"110",10,"Obfelden",7,2,0,9
"111",10,"Obfelden",7,2,0,9
"112",10,"Obfelden",7,2,0,9
"113",10,"Obfelden",7,2,0,9
"114",10,"Obfelden",7,2,0,9
"115",10,"Obfelden",7,2,0,9
"116",10,"Obfelden",7,2,0,9
"117",10,"Obfelden",7,2,0,9
"118",10,"Obfelden",7,2,0,9
"119",10,"Obfelden",7,2,0,9
"120",10,"Obfelden",7,2,0,9
"121",11,"Ottenbach",3,2,0,5
"122",11,"Ottenbach",3,2,0,5
"123",11,"Ottenbach",3,2,0,5
"124",11,"Ottenbach",3,2,0,5
"125",11,"Ottenbach",3,2,0,5
"126",11,"Ottenbach",3,2,0,5
"127",11,"Ottenbach",3,2,0,5
"128",11,"Ottenbach",3,2,0,5
"129",11,"Ottenbach",3,2,0,5
"130",11,"Ottenbach",3,2,0,5
"131",11,"Ottenbach",3,2,0,5
"132",11,"Ottenbach",3,2,0,5
"133",11,"Ottenbach",3,2,0,5
"134",13,"Stallikon",5,2,0,7
"135",13,"Stallikon",5,2,0,7
"136",13,"Stallikon",5,2,0,7
"137",13,"Stallikon",5,2,0,7
"138",13,"Stallikon",5,2,0,7
"139",13,"Stallikon",5,2,0,7
"140",13,"Stallikon",5,2,0,7
"141",13,"Stallikon",5,2,0,7
"142",13,"Stallikon",5,2,0,7
"143",13,"Stallikon",5,2,0,7
"144",13,"Stallikon",5,2,0,7
"145",13,"Stallikon",5,2,0,7
"146",13,"Stallikon",5,2,0,7
"147",13,"Stallikon",5,2,0,7
"148",13,"Stallikon",5,2,0,7
"149",14,"Wettswil am Albis",2,0,0,2
"150",14,"Wettswil am Albis",2,0,0,2
"151",14,"Wettswil am Albis",2,0,0,2
"152",14,"Wettswil am Albis",2,0,0,2
"153",14,"Wettswil am Albis",2,0,0,2
"154",14,"Wettswil am Albis",2,0,0,2
"155",14,"Wettswil am Albis",2,0,0,2
"156",14,"Wettswil am Albis",2,0,0,2
"157",14,"Wettswil am Albis",2,0,0,2
"158",14,"Wettswil am Albis",2,0,0,2
"159",14,"Wettswil am Albis",2,0,0,2
"160",14,"Wettswil am Albis",2,0,0,2
"161",14,"Wettswil am Albis",2,0,0,2
"162",14,"Wettswil am Albis",2,0,0,2
"163",14,"Wettswil am Albis",2,0,0,2
"164",23,"Berg am Irchel",2,0,0,2
"165",23,"Berg am Irchel",2,0,0,2
"166",23,"Berg am Irchel",2,0,0,2
"167",23,"Berg am Irchel",2,0,0,2
"168",23,"Berg am Irchel",2,0,0,2
"169",23,"Berg am Irchel",2,0,0,2
"170",23,"Berg am Irchel",2,0,0,2
"171",23,"Berg am Irchel",2,0,0,2
"172",23,"Berg am Irchel",2,0,0,2
"173",23,"Berg am Irchel",2,0,0,2
"174",23,"Berg am Irchel",2,0,0,2
"175",24,"Buch am Irchel",0,1,0,1
"176",24,"Buch am Irchel",0,1,0,1
"177",24,"Buch am Irchel",0,1,0,1
"178",24,"Buch am Irchel",0,1,0,1
"179",24,"Buch am Irchel",0,1,0,1
"180",24,"Buch am Irchel",0,1,0,1
"181",24,"Buch am Irchel",0,1,0,1
"182",24,"Buch am Irchel",0,1,0,1
"183",24,"Buch am Irchel",0,1,0,1
"184",24,"Buch am Irchel",0,1,0,1
"185",24,"Buch am Irchel",0,1,0,1
"186",25,"Dachsen",2,0,0,2
"187",25,"Dachsen",2,0,0,2
"188",25,"Dachsen",2,0,0,2
"189",25,"Dachsen",2,0,0,2
"190",25,"Dachsen",2,0,0,2
"191",25,"Dachsen",2,0,0,2
"192",25,"Dachsen",2,0,0,2
"193",25,"Dachsen",2,0,0,2
"194",25,"Dachsen",2,0,0,2
"195",25,"Dachsen",2,0,0,2
"196",25,"Dachsen",2,0,0,2
"197",25,"Dachsen",2,0,0,2
"198",26,"Dorf",1,1,0,2
"199",26,"Dorf",1,1,0,2
"200",26,"Dorf",1,1,0,2
"201",26,"Dorf",1,1,0,2
"202",26,"Dorf",1,1,0,2
"203",26,"Dorf",1,1,0,2
"204",26,"Dorf",1,1,0,2
"205",26,"Dorf",1,1,0,2
"206",27,"Feuerthalen",2,1,0,3
"207",27,"Feuerthalen",2,1,0,3
"208",27,"Feuerthalen",2,1,0,3
"209",27,"Feuerthalen",2,1,0,3
"210",27,"Feuerthalen",2,1,0,3
"211",27,"Feuerthalen",2,1,0,3
"212",27,"Feuerthalen",2,1,0,3
"213",27,"Feuerthalen",2,1,0,3
"214",27,"Feuerthalen",2,1,0,3
"215",27,"Feuerthalen",2,1,0,3
"216",27,"Feuerthalen",2,1,0,3
"217",27,"Feuerthalen",2,1,0,3
"218",27,"Feuerthalen",2,1,0,3
"219",27,"Feuerthalen",2,1,0,3
"220",27,"Feuerthalen",2,1,0,3
"221",28,"Flaach",1,0,0,1
"222",28,"Flaach",1,0,0,1
"223",28,"Flaach",1,0,0,1
"224",28,"Flaach",1,0,0,1
"225",28,"Flaach",1,0,0,1
"226",28,"Flaach",1,0,0,1
"227",28,"Flaach",1,0,0,1
"228",28,"Flaach",1,0,0,1
"229",28,"Flaach",1,0,0,1
"230",28,"Flaach",1,0,0,1
"231",28,"Flaach",1,0,0,1
"232",28,"Flaach",1,0,0,1
"233",28,"Flaach",1,0,0,1
"234",28,"Flaach",1,0,0,1
"235",29,"Flurlingen",1,1,0,2
"236",29,"Flurlingen",1,1,0,2
"237",29,"Flurlingen",1,1,0,2
"238",29,"Flurlingen",1,1,0,2
"239",29,"Flurlingen",1,1,0,2
"240",29,"Flurlingen",1,1,0,2
"241",29,"Flurlingen",1,1,0,2
"242",29,"Flurlingen",1,1,0,2
"243",29,"Flurlingen",1,1,0,2
"244",29,"Flurlingen",1,1,0,2
"245",29,"Flurlingen",1,1,0,2
"246",29,"Flurlingen",1,1,0,2
"247",29,"Flurlingen",1,1,0,2
"248",31,"Henggart",3,0,0,3
"249",31,"Henggart",3,0,0,3
"250",31,"Henggart",3,0,0,3
"251",31,"Henggart",3,0,0,3
"252",31,"Henggart",3,0,0,3
"253",31,"Henggart",3,0,0,3
"254",31,"Henggart",3,0,0,3
"255",31,"Henggart",3,0,0,3
"256",31,"Henggart",3,0,0,3
"257",31,"Henggart",3,0,0,3
"258",31,"Henggart",3,0,0,3
"259",31,"Henggart",3,0,0,3
"260",31,"Henggart",3,0,0,3
"261",31,"Henggart",3,0,0,3
"262",31,"Henggart",3,0,0,3
"263",33,"Kleinandelfingen",5,3,1,9
"264",33,"Kleinandelfingen",5,3,1,9
"265",33,"Kleinandelfingen",5,3,1,9
"266",33,"Kleinandelfingen",5,3,1,9
"267",33,"Kleinandelfingen",5,3,1,9
"268",33,"Kleinandelfingen",5,3,1,9
"269",33,"Kleinandelfingen",5,3,1,9
"270",33,"Kleinandelfingen",5,3,1,9
"271",33,"Kleinandelfingen",5,3,1,9
"272",33,"Kleinandelfingen",5,3,1,9
"273",33,"Kleinandelfingen",5,3,1,9
"274",33,"Kleinandelfingen",5,3,1,9
"275",33,"Kleinandelfingen",5,3,1,9
"276",33,"Kleinandelfingen",5,3,1,9
"277",33,"Kleinandelfingen",5,3,1,9
"278",34,"Laufen-Uhwiesen",2,0,0,2
"279",34,"Laufen-Uhwiesen",2,0,0,2
"280",34,"Laufen-Uhwiesen",2,0,0,2
"281",34,"Laufen-Uhwiesen",2,0,0,2
"282",34,"Laufen-Uhwiesen",2,0,0,2
"283",34,"Laufen-Uhwiesen",2,0,0,2
"284",34,"Laufen-Uhwiesen",2,0,0,2
"285",34,"Laufen-Uhwiesen",2,0,0,2
"286",34,"Laufen-Uhwiesen",2,0,0,2
"287",34,"Laufen-Uhwiesen",2,0,0,2
"288",34,"Laufen-Uhwiesen",2,0,0,2
"289",34,"Laufen-Uhwiesen",2,0,0,2
"290",34,"Laufen-Uhwiesen",2,0,0,2
"291",34,"Laufen-Uhwiesen",2,0,0,2
"292",35,"Marthalen",3,2,0,5
"293",35,"Marthalen",3,2,0,5
"294",35,"Marthalen",3,2,0,5
"295",35,"Marthalen",3,2,0,5
"296",35,"Marthalen",3,2,0,5
"297",35,"Marthalen",3,2,0,5
"298",35,"Marthalen",3,2,0,5
"299",35,"Marthalen",3,2,0,5
"300",35,"Marthalen",3,2,0,5
"301",35,"Marthalen",3,2,0,5
"302",35,"Marthalen",3,2,0,5
"303",35,"Marthalen",3,2,0,5
"304",35,"Marthalen",3,2,0,5
"305",35,"Marthalen",3,2,0,5
"306",35,"Marthalen",3,2,0,5
"307",37,"Ossingen",2,0,0,2
"308",37,"Ossingen",2,0,0,2
"309",37,"Ossingen",2,0,0,2
"310",37,"Ossingen",2,0,0,2
"311",37,"Ossingen",2,0,0,2
"312",37,"Ossingen",2,0,0,2
"313",37,"Ossingen",2,0,0,2
"314",37,"Ossingen",2,0,0,2
"315",37,"Ossingen",2,0,0,2
"316",37,"Ossingen",2,0,0,2
"317",37,"Ossingen",2,0,0,2
"318",37,"Ossingen",2,0,0,2
"319",37,"Ossingen",2,0,0,2
"320",37,"Ossingen",2,0,0,2
"321",38,"Rheinau",5,0,0,5
"322",38,"Rheinau",5,0,0,5
"323",38,"Rheinau",5,0,0,5
"324",38,"Rheinau",5,0,0,5
"325",38,"Rheinau",5,0,0,5
"326",38,"Rheinau",5,0,0,5
"327",38,"Rheinau",5,0,0,5
"328",38,"Rheinau",5,0,0,5
"329",38,"Rheinau",5,0,0,5
"330",38,"Rheinau",5,0,0,5
"331",38,"Rheinau",5,0,0,5
"332",38,"Rheinau",5,0,0,5
"333",38,"Rheinau",5,0,0,5
"334",38,"Rheinau",5,0,0,5
"335",39,"Thalheim an der Thur",2,1,0,3
"336",39,"Thalheim an der Thur",2,1,0,3
"337",39,"Thalheim an der Thur",2,1,0,3
"338",39,"Thalheim an der Thur",2,1,0,3
"339",39,"Thalheim an der Thur",2,1,0,3
"340",39,"Thalheim an der Thur",2,1,0,3
"341",39,"Thalheim an der Thur",2,1,0,3
"342",39,"Thalheim an der Thur",2,1,0,3
"343",39,"Thalheim an der Thur",2,1,0,3
"344",39,"Thalheim an der Thur",2,1,0,3
"345",39,"Thalheim an der Thur",2,1,0,3
"346",39,"Thalheim an der Thur",2,1,0,3
"347",40,"Trüllikon",3,0,0,3
"348",40,"Trüllikon",3,0,0,3
"349",40,"Trüllikon",3,0,0,3
"350",40,"Trüllikon",3,0,0,3
"351",40,"Trüllikon",3,0,0,3
"352",40,"Trüllikon",3,0,0,3
"353",40,"Trüllikon",3,0,0,3
"354",40,"Trüllikon",3,0,0,3
"355",40,"Trüllikon",3,0,0,3
"356",40,"Trüllikon",3,0,0,3
"357",41,"Truttikon",2,0,0,2
"358",41,"Truttikon",2,0,0,2
"359",41,"Truttikon",2,0,0,2
"360",41,"Truttikon",2,0,0,2
"361",41,"Truttikon",2,0,0,2
"362",51,"Bachenbülach",4,0,0,4
"363",51,"Bachenbülach",4,0,0,4
"364",51,"Bachenbülach",4,0,0,4
"365",51,"Bachenbülach",4,0,0,4
"366",51,"Bachenbülach",4,0,0,4
"367",51,"Bachenbülach",4,0,0,4
"368",51,"Bachenbülach",4,0,0,4
"369",51,"Bachenbülach",4,0,0,4
"370",51,"Bachenbülach",4,0,0,4
"371",51,"Bachenbülach",4,0,0,4
"372",51,"Bachenbülach",4,0,0,4
"373",51,"Bachenbülach",4,0,0,4
"374",51,"Bachenbülach",4,0,0,4
"375",51,"Bachenbülach",4,0,0,4
"376",51,"Bachenbülach",4,0,0,4
"377",52,"Bassersdorf",17,0,0,17
"378",52,"Bassersdorf",17,0,0,17
"379",52,"Bassersdorf",17,0,0,17
"380",52,"Bassersdorf",17,0,0,17
"381",52,"Bassersdorf",17,0,0,17
"382",52,"Bassersdorf",17,0,0,17
"383",52,"Bassersdorf",17,0,0,17
"384",52,"Bassersdorf",17,0,0,17
"385",52,"Bassersdorf",17,0,0,17
"386",52,"Bassersdorf",17,0,0,17
"387",52,"Bassersdorf",17,0,0,17
"388",52,"Bassersdorf",17,0,0,17
"389",52,"Bassersdorf",17,0,0,17
"390",52,"Bassersdorf",17,0,0,17
"391",52,"Bassersdorf",17,0,0,17
"392",53,"Bülach",40,6,0,46
"393",53,"Bülach",40,6,0,46
"394",53,"Bülach",40,6,0,46
"395",53,"Bülach",40,6,0,46
"396",53,"Bülach",40,6,0,46
"397",53,"Bülach",40,6,0,46
"398",53,"Bülach",40,6,0,46
"399",53,"Bülach",40,6,0,46
"400",53,"Bülach",40,6,0,46
"401",53,"Bülach",40,6,0,46
"402",53,"Bülach",40,6,0,46
"403",53,"Bülach",40,6,0,46
"404",53,"Bülach",40,6,0,46
"405",53,"Bülach",40,6,0,46
"406",53,"Bülach",40,6,0,46
"407",54,"Dietlikon",13,1,0,14
"408",54,"Dietlikon",13,1,0,14
"409",54,"Dietlikon",13,1,0,14
"410",54,"Dietlikon",13,1,0,14
"411",54,"Dietlikon",13,1,0,14
"412",54,"Dietlikon",13,1,0,14
"413",54,"Dietlikon",13,1,0,14
"414",54,"Dietlikon",13,1,0,14
"415",54,"Dietlikon",13,1,0,14
"416",54,"Dietlikon",13,1,0,14
"417",54,"Dietlikon",13,1,0,14
"418",54,"Dietlikon",13,1,0,14
"419",54,"Dietlikon",13,1,0,14
"420",54,"Dietlikon",13,1,0,14
"421",54,"Dietlikon",13,1,0,14
"422",55,"Eglisau",11,1,0,12
"423",55,"Eglisau",11,1,0,12
"424",55,"Eglisau",11,1,0,12
"425",55,"Eglisau",11,1,0,12
"426",55,"Eglisau",11,1,0,12
"427",55,"Eglisau",11,1,0,12
"428",55,"Eglisau",11,1,0,12
"429",55,"Eglisau",11,1,0,12
"430",55,"Eglisau",11,1,0,12
"431",55,"Eglisau",11,1,0,12
"432",55,"Eglisau",11,1,0,12
"433",55,"Eglisau",11,1,0,12
"434",55,"Eglisau",11,1,0,12
"435",55,"Eglisau",11,1,0,12
"436",55,"Eglisau",11,1,0,12
"437",56,"Embrach",11,2,0,13
"438",56,"Embrach",11,2,0,13
"439",56,"Embrach",11,2,0,13
"440",56,"Embrach",11,2,0,13
"441",56,"Embrach",11,2,0,13
"442",56,"Embrach",11,2,0,13
"443",56,"Embrach",11,2,0,13
"444",56,"Embrach",11,2,0,13
"445",56,"Embrach",11,2,0,13
"446",56,"Embrach",11,2,0,13
"447",56,"Embrach",11,2,0,13
"448",56,"Embrach",11,2,0,13
"449",56,"Embrach",11,2,0,13
"450",56,"Embrach",11,2,0,13
"451",56,"Embrach",11,2,0,13
"452",57,"Freienstein-Teufen",4,0,0,4
"453",57,"Freienstein-Teufen",4,0,0,4
"454",57,"Freienstein-Teufen",4,0,0,4
"455",57,"Freienstein-Teufen",4,0,0,4
"456",57,"Freienstein-Teufen",4,0,0,4
"457",57,"Freienstein-Teufen",4,0,0,4
"458",57,"Freienstein-Teufen",4,0,0,4
"459",57,"Freienstein-Teufen",4,0,0,4
"460",57,"Freienstein-Teufen",4,0,0,4
"461",57,"Freienstein-Teufen",4,0,0,4
"462",57,"Freienstein-Teufen",4,0,0,4
"463",57,"Freienstein-Teufen",4,0,0,4
"464",57,"Freienstein-Teufen",4,0,0,4
"465",57,"Freienstein-Teufen",4,0,0,4
"466",57,"Freienstein-Teufen",4,0,0,4
"467",58,"Glattfelden",8,0,0,8
"468",58,"Glattfelden",8,0,0,8
"469",58,"Glattfelden",8,0,0,8
"470",58,"Glattfelden",8,0,0,8
"471",58,"Glattfelden",8,0,0,8
"472",58,"Glattfelden",8,0,0,8
"473",58,"Glattfelden",8,0,0,8
"474",58,"Glattfelden",8,0,0,8
"475",58,"Glattfelden",8,0,0,8
"476",58,"Glattfelden",8,0,0,8
"477",58,"Glattfelden",8,0,0,8
"478",58,"Glattfelden",8,0,0,8
"479",58,"Glattfelden",8,0,0,8
"480",58,"Glattfelden",8,0,0,8
"481",58,"Glattfelden",8,0,0,8
"482",59,"Hochfelden",4,0,0,4
"483",59,"Hochfelden",4,0,0,4
"484",59,"Hochfelden",4,0,0,4
"485",59,"Hochfelden",4,0,0,4
"486",59,"Hochfelden",4,0,0,4
"487",59,"Hochfelden",4,0,0,4
"488",59,"Hochfelden",4,0,0,4
"489",59,"Hochfelden",4,0,0,4
"490",59,"Hochfelden",4,0,0,4
"491",59,"Hochfelden",4,0,0,4
"492",59,"Hochfelden",4,0,0,4
"493",59,"Hochfelden",4,0,0,4
"494",59,"Hochfelden",4,0,0,4
"495",59,"Hochfelden",4,0,0,4
"496",59,"Hochfelden",4,0,0,4
"497",60,"Höri",6,0,0,6
"498",60,"Höri",6,0,0,6
"499",60,"Höri",6,0,0,6
"500",60,"Höri",6,0,0,6
"501",60,"Höri",6,0,0,6
"502",60,"Höri",6,0,0,6
"503",60,"Höri",6,0,0,6
"504",60,"Höri",6,0,0,6
"505",60,"Höri",6,0,0,6
"506",60,"Höri",6,0,0,6
"507",60,"Höri",6,0,0,6
"508",60,"Höri",6,0,0,6
"509",60,"Höri",6,0,0,6
"510",60,"Höri",6,0,0,6
"511",60,"Höri",6,0,0,6
"512",61,"Hüntwangen",4,2,0,6
"513",61,"Hüntwangen",4,2,0,6
"514",61,"Hüntwangen",4,2,0,6
"515",61,"Hüntwangen",4,2,0,6
"516",61,"Hüntwangen",4,2,0,6
"517",61,"Hüntwangen",4,2,0,6
"518",61,"Hüntwangen",4,2,0,6
"519",61,"Hüntwangen",4,2,0,6
"520",61,"Hüntwangen",4,2,0,6
"521",61,"Hüntwangen",4,2,0,6
"522",61,"Hüntwangen",4,2,0,6
"523",61,"Hüntwangen",4,2,0,6
"524",61,"Hüntwangen",4,2,0,6
"525",61,"Hüntwangen",4,2,0,6
"526",61,"Hüntwangen",4,2,0,6
"527",62,"Kloten",54,5,0,59
"528",62,"Kloten",54,5,0,59
"529",62,"Kloten",54,5,0,59
"530",62,"Kloten",54,5,0,59
"531",62,"Kloten",54,5,0,59
"532",62,"Kloten",54,5,0,59
"533",62,"Kloten",54,5,0,59
"534",62,"Kloten",54,5,0,59
"535",62,"Kloten",54,5,0,59
"536",62,"Kloten",54,5,0,59
"537",62,"Kloten",54,5,0,59
"538",62,"Kloten",54,5,0,59
"539",62,"Kloten",54,5,0,59
"540",62,"Kloten",54,5,0,59
"541",62,"Kloten",54,5,0,59
"542",63,"Lufingen",5,0,0,5
"543",63,"Lufingen",5,0,0,5
"544",63,"Lufingen",5,0,0,5
"545",63,"Lufingen",5,0,0,5
"546",63,"Lufingen",5,0,0,5
"547",63,"Lufingen",5,0,0,5
"548",63,"Lufingen",5,0,0,5
"549",63,"Lufingen",5,0,0,5
"550",63,"Lufingen",5,0,0,5
"551",63,"Lufingen",5,0,0,5
"552",63,"Lufingen",5,0,0,5
"553",63,"Lufingen",5,0,0,5
"554",63,"Lufingen",5,0,0,5
"555",63,"Lufingen",5,0,0,5
"556",63,"Lufingen",5,0,0,5
"557",64,"Nürensdorf",5,1,0,6
"558",64,"Nürensdorf",5,1,0,6
"559",64,"Nürensdorf",5,1,0,6
"560",64,"Nürensdorf",5,1,0,6
"561",64,"Nürensdorf",5,1,0,6
"562",64,"Nürensdorf",5,1,0,6
"563",64,"Nürensdorf",5,1,0,6
"564",64,"Nürensdorf",5,1,0,6
"565",64,"Nürensdorf",5,1,0,6
"566",64,"Nürensdorf",5,1,0,6
"567",64,"Nürensdorf",5,1,0,6
"568",64,"Nürensdorf",5,1,0,6
"569",64,"Nürensdorf",5,1,0,6
"570",64,"Nürensdorf",5,1,0,6
"571",64,"Nürensdorf",5,1,0,6
"572",65,"Oberembrach",0,1,1,2
"573",65,"Oberembrach",0,1,1,2
"574",65,"Oberembrach",0,1,1,2
"575",65,"Oberembrach",0,1,1,2
"576",65,"Oberembrach",0,1,1,2
"577",65,"Oberembrach",0,1,1,2
"578",65,"Oberembrach",0,1,1,2
"579",65,"Oberembrach",0,1,1,2
"580",65,"Oberembrach",0,1,1,2
"581",65,"Oberembrach",0,1,1,2
"582",65,"Oberembrach",0,1,1,2
"583",65,"Oberembrach",0,1,1,2
"584",65,"Oberembrach",0,1,1,2
"585",65,"Oberembrach",0,1,1,2
"586",65,"Oberembrach",0,1,1,2
"587",66,"Opfikon",43,6,2,51
"588",66,"Opfikon",43,6,2,51
"589",66,"Opfikon",43,6,2,51
"590",66,"Opfikon",43,6,2,51
"591",66,"Opfikon",43,6,2,51
"592",66,"Opfikon",43,6,2,51
"593",66,"Opfikon",43,6,2,51
"594",66,"Opfikon",43,6,2,51
"595",66,"Opfikon",43,6,2,51
"596",66,"Opfikon",43,6,2,51
"597",66,"Opfikon",43,6,2,51
"598",66,"Opfikon",43,6,2,51
"599",66,"Opfikon",43,6,2,51
"600",66,"Opfikon",43,6,2,51
"601",66,"Opfikon",43,6,2,51
"602",67,"Rafz",4,0,0,4
"603",67,"Rafz",4,0,0,4
"604",67,"Rafz",4,0,0,4
"605",67,"Rafz",4,0,0,4
"606",67,"Rafz",4,0,0,4
"607",67,"Rafz",4,0,0,4
"608",67,"Rafz",4,0,0,4
"609",67,"Rafz",4,0,0,4
"610",67,"Rafz",4,0,0,4
"611",67,"Rafz",4,0,0,4
"612",67,"Rafz",4,0,0,4
"613",67,"Rafz",4,0,0,4
"614",67,"Rafz",4,0,0,4
"615",67,"Rafz",4,0,0,4
"616",67,"Rafz",4,0,0,4
"617",68,"Rorbas",3,1,0,4
"618",68,"Rorbas",3,1,0,4
"619",68,"Rorbas",3,1,0,4
"620",68,"Rorbas",3,1,0,4
"621",68,"Rorbas",3,1,0,4
"622",68,"Rorbas",3,1,0,4
"623",68,"Rorbas",3,1,0,4
"624",68,"Rorbas",3,1,0,4
"625",68,"Rorbas",3,1,0,4
"626",68,"Rorbas",3,1,0,4
"627",68,"Rorbas",3,1,0,4
"628",68,"Rorbas",3,1,0,4
"629",68,"Rorbas",3,1,0,4
"630",68,"Rorbas",3,1,0,4
"631",68,"Rorbas",3,1,0,4
"632",69,"Wallisellen",41,3,0,44
"633",69,"Wallisellen",41,3,0,44
"634",69,"Wallisellen",41,3,0,44
"635",69,"Wallisellen",41,3,0,44
"636",69,"Wallisellen",41,3,0,44
"637",69,"Wallisellen",41,3,0,44
"638",69,"Wallisellen",41,3,0,44
"639",69,"Wallisellen",41,3,0,44
"640",69,"Wallisellen",41,3,0,44
"641",69,"Wallisellen",41,3,0,44
"642",69,"Wallisellen",41,3,0,44
"643",69,"Wallisellen",41,3,0,44
"644",69,"Wallisellen",41,3,0,44
"645",69,"Wallisellen",41,3,0,44
"646",69,"Wallisellen",41,3,0,44
"647",70,"Wasterkingen",1,0,0,1
"648",70,"Wasterkingen",1,0,0,1
"649",70,"Wasterkingen",1,0,0,1
"650",70,"Wasterkingen",1,0,0,1
"651",70,"Wasterkingen",1,0,0,1
"652",70,"Wasterkingen",1,0,0,1
"653",72,"Winkel",3,0,1,4
"654",72,"Winkel",3,0,1,4
"655",72,"Winkel",3,0,1,4
"656",72,"Winkel",3,0,1,4
"657",72,"Winkel",3,0,1,4
"658",72,"Winkel",3,0,1,4
"659",72,"Winkel",3,0,1,4
